name,description,source
赤白下痢,胡椒、綠豆各一歲一粒，爲末，糊丸梧桐子大。紅用生薑、白用米湯下。（《集簡方》）,胡椒
小兒虛脹,塌氣丸∶用胡椒一兩，蠍尾半兩。爲末，面糊丸粟米大。每服五七丸，陳米飲下。一加萊菔子半兩。,胡椒
（錢乙方）虛寒積癖在背膜之外，流于兩脅，氣逆喘急，久則營衛凝 滞，潰爲癰疽，多致不救,用胡椒二百五十粒，蠍尾四個，生木香二錢半，爲末，粟米飯丸綠豆大。每服二十丸，橘皮湯下。名磨積丸。（《濟生方》）,胡椒
房勞陰毒,胡椒七粒，蔥心二寸半，麝香一分，搗爛，以黃蠟溶和，做成條子，插入陰内，少頃汗出即癒。（孫氏《集效方》）,胡椒
驚風内釣,胡椒、木鱉子仁等分。爲末，醋調黑豆末，和杵，丸綠豆大。每服三、四十丸，荊芥湯下。（《聖惠》）,胡椒
發散寒邪,胡椒、丁香各七粒。碾碎，以蔥白搗膏，和塗兩手心，合掌握定，夾于大腿内側，溫覆取汗則癒。（《傷寒蘊要》）,胡椒
風蟲牙痛,《衛生易簡方》∶用胡椒、荜茇等分，爲末，蠟丸麻子大。每用一丸，塞蛀孔中。《,胡椒
風蟲牙痛,《韓氏醫通》∶治風、蟲、客寒，三般牙痛，呻吟不止。用胡椒九粒，綠豆十一粒，布裹捶碎，以絲綿包作一粒，患處咬定，涎出吐去，立癒。,胡椒
風蟲牙痛,普濟方》∶用胡椒一錢半，以羊脂拌打四十丸，擦之追涎。,胡椒
阿伽陀丸,治婦人血崩。用胡椒、紫檀香、郁金、茜根、小柏皮等分。爲末，水丸梧桐子大。每服二十丸，阿膠湯下,胡椒
沙石淋痛,胡椒、朴硝等分。爲末。每服用二錢，白湯下，日二。名二拗散。（《普濟方》）,胡椒
蜈蚣咬傷,胡椒，嚼封之，即不痛。（《多能鄙事》）,胡椒
脾胃虛弱，胸膈不快，不進飲食,用荜澄茄爲末，薑汁打神曲糊，丸梧桐子大。每薑湯下七十丸，日二服。《濟生方,畢澄茄
噎食不納,荜澄茄、白豆蔻等分。爲末。乾舐之。（《夀域神方》,畢澄茄
反胃吐食，吐出黑汁，治不癒者,用荜澄茄爲末，米糊丸梧桐子大。每薑湯下三、四十丸，日一服。癒後服平胃散三百帖。（《永類鈐方》）,畢澄茄
傷寒咳逆呃噫，日夜不定者,用荜澄茄、高良薑各等分，爲末。每服二錢，水六分，煎十沸，入酢少許，服之。（蘇頌《圖經》,畢澄茄
痘瘡入目，羞明生翳,荜澄茄末，吹少許入鼻中，三、五次效。（《飛鴻集》）,畢澄茄
鼻塞不通，肺氣上攻而致者,荜澄茄丸∶用荜澄茄半兩，薄荷葉三錢，荊芥穗一錢半，爲末，蜜丸芡子大。時時含咽。（《禦藥院方》）,畢澄茄
赤白帶下, 子、石菖蒲等分，爲末。每旦鹽、酒溫服二錢。（《經驗方》）,食茱萸
久瀉虛痢腹痛者, 子丸治之。 子、肉豆蔻各一兩，陳米一兩半。以米一分同二味炒黃爲末；一分生碾爲末，粟米粥丸梧桐子大。每陳米飲下五十丸，日三服。（《,食茱萸
氣虛頭痛,用上春茶末調成膏，置瓦盞内覆轉，以巴豆四十粒，作二次燒煙熏之，曬乾乳細。每服一字，别入好茶末，食後煎服，立效。（《醫方大成》）,茗
熱毒下痢,食醫心鏡》∶赤白下痢。以好茶一斤，炙搗末，濃煎一、二盞服。久患痢者，亦宜服之。,茗
熱毒下痢,《直指》∶用蠟茶，赤痢以蜜水煎服，白痢以連皮自然薑汁同水煎服。二、三服即癒。,茗
熱毒下痢,《經驗良方》∶用蠟茶二錢，湯點七分，入麻油一蚬殼和服，須臾腹痛大下即止。一少年用之有效。,茗
熱毒下痢,蠟茶末，以白梅肉和丸。赤痢甘草湯下白痢烏梅湯下，各百丸。,茗
熱毒下痢,建茶合醋煎，熱服，即止。,茗
大便下血,營衛氣虛，或受風邪，或食生冷，或啖炙爆，或飲食過度，積熱腸間，使脾胃受傷，糟粕不聚，大便下利清血，臍腹作痛，裏急後重，及酒毒一切下血，并皆治之。用細茶半斤（碾末），川百藥煎五個（燒存性）。每服二錢，米飲下，日二服。（《,茗
産後秘塞,以蔥涎調蠟茶末，丸百丸，茶服自通。不可用大黃利藥，利者百無一生。（郭稽中《婦人方》,茗
久年心痛十年、五年者,煎湖茶，以頭醋和勻，服之良腰痛難轉∶煎茶五合，投醋二合，頓服。（《食醫心鏡》）,茗
嗜茶成癖,一人病此，一方士令以新鞋盛茶令滿，任意食盡，再盛一鞋，如此三度，自不吃也。男用女鞋，女用男鞋，用之果癒也。（∶,茗
解諸中毒,芽茶、白礬等分，碾末，冷水調下。（《簡便方》）,茗
痘瘡作癢,房中宜燒茶煙恆熏之。,茗
陰囊生瘡,用蠟面茶，爲末。先以甘草湯洗，後貼之妙。（《經驗方》）,茗
腳丫濕爛,茶葉嚼爛敷之，有效。（《攝生方》）,茗
蠼 尿瘡,初如糁粟，漸大如豆，更大如火烙漿 ，疼痛至甚者。速以草茶，并蠟茶俱可，以生油調敷。藥至，痛立止。（,茗
勝金風痰颠疾,茶芽、梔子各一兩。煎濃汁一碗服。良久探吐。,茗
霍亂煩悶,茶末一錢煎水，調乾薑末一錢，服之即安。（《聖濟總錄》）,茗
月水不通,茶清一瓶，入沙糖少許，露一夜服。雖三個月胎亦通，不可輕視。（鮑氏）,茗
痰喘咳嗽，不能睡卧,好末茶一兩，白僵蠶一兩，爲末，放碗内蓋定，傾沸湯一小盞。,茗
除煩止渴,生葡萄搗濾取汁，以瓦器熬稠，入熟蜜少許同收。點湯飲甚良。（《居家必用》）,葡萄
熱淋澀痛,葡萄（搗取自然汁）、生藕（搗取自然汁）、生地黃（搗取自然汁）、白沙蜜各五合 胎上衝心∶葡萄，煎湯飲之，即下。（《聖惠方》）,葡萄
發熱口乾，小便赤澀,取甘蔗去皮，嚼汁咽之。飲漿亦可。（《外台秘要》）,甘蔗
痰喘氣急,方見山藥。,甘蔗
乾嘔不息,蔗汁，溫服半升，日三次。入薑汁更佳。（《肘後方》）,甘蔗
瘧疲瘵,見前,甘蔗
眼暴赤腫，碜澀疼痛,甘蔗汁二合，黃連半兩，入銅器内慢火養濃，去滓，點之。（《普濟》）,甘蔗
虛熱咳嗽，口乾涕唾,用甘蔗汁一升半，青粱米四合，煮粥，日食二次，極潤心肺。（董氏方）,甘蔗
小兒口疳,蔗皮燒研，摻之。（《簡便方》）,甘蔗
下痢禁口,沙糖半斤，烏梅一個，水二碗，煎一碗，時時飲之。（《摘玄方》）,沙糖
腹中緊脹,白糖以酒三升，煮服之。不過再服。（《子母秘錄》）,沙糖
痘不落痂,沙糖，調新汲水一杯服之（白湯調亦可），日二服。（劉提點方）,沙糖
虎傷人瘡,水化沙糖一碗服，并塗之。（《摘玄方》,沙糖
上氣喘嗽，煩熱，食即吐逆,用沙糖、薑汁等分，相和，慢煎二十沸，每咽半匙，取效。,沙糖
食韭口臭,沙糖解之。（《摘要方》）,沙糖
服食不饑,诜曰∶石蓮肉蒸熟去心，爲末，煉蜜丸梧桐子大。日服三十丸。此仙家方也。,蓮藕
清心寧神,宗 曰∶用蓮蓬中乾石蓮子肉，于砂盆中擦去赤皮，留心，同爲末，入龍腦，點 ,蓮藕
補中強誌，益耳目聰明,用蓮實半兩去皮心，研末，水煮熟，以粳米三合作粥，入末攪勻食。（《聖惠方》）,蓮藕
補虛益損,水芝丹∶用蓮實半升。酒浸二宿，以牙豬肚一個洗淨，入蓮在内，縫定煮熟，取出曬乾爲末，酒煮米糊丸梧桐子大,蓮藕
每服五十小便頻數，下焦真氣虛弱者,用上方，醋糊丸，服。,蓮藕
白濁遺精,石蓮肉、龍骨、益智仁等分。爲末。每服二錢，空心米飲下。《普濟》∶用蓮肉、白茯苓等分，爲末。白湯調服。,蓮藕
白濁遺精,《普濟》∶用蓮肉、白茯苓等分，爲末。白湯調服。,蓮藕
心虛赤濁,蓮子六一湯∶用石蓮肉六兩，炙甘草一兩，爲末。每服一錢，燈心湯下。（《直指方》）,蓮藕
久痢禁口,石蓮肉炒爲末。每服二錢，陳倉米湯調下，便覺思食，甚妙。加入香連丸，尤妙。（《丹溪心法》）,蓮藕
脾洩腸滑,方同上。,蓮藕
哕逆不止,石蓮肉六枚，炒赤黃色，研末。冷熟水半盞和服，便止。（蘇頌《圖經》）,蓮藕
産後咳逆、嘔吐，心忡目暈,用石蓮子兩半，白茯苓一兩，丁香五錢。爲末。每米飲服二錢。（《良方補遺》）,蓮藕
眼赤作痛,蓮實（去皮研末）一盞，粳米半升，以水煮粥，常食。（《普濟方》）,蓮藕
小兒熱渴,蓮實二十枚（炒），浮萍二錢半，生薑少許，水煎，分三服。（《聖濟總錄》）,蓮藕
反胃吐食,石蓮肉爲末，入少肉豆寇末，米湯調服之。（《直指方》）,蓮藕
偏墜氣塊,雞頭根切片煮熟，鹽、醋食之。（《法天生意》）,芡實
大便下血,荸荠搗汁大半鍾，好酒半鍾，空心溫服。三日見效。（《神秘方》,烏芋
下痢赤白,午日午時取完好荸荠，洗淨拭乾，勿令損破，于瓶内入好燒酒浸之，黃泥密封收貯。遇有患者，取二枚細嚼，空心用原酒送下。（唐瑤《經驗方》,烏芋
婦人血崩,凫茈一歲一個，燒存性，研末，酒服之。（李氏方,烏芋
小兒口瘡,用荸荠燒存性，研末，摻之。（楊起《簡便方》,烏芋
誤吞銅錢,生凫茈，研汁，細細呷之，自然消化成水。（王 《百一選方》）,烏芋
服柏實法,八月連房取實曝收，去殼研末。每服二錢，溫酒下，一日三服。渴即飲水，令人悅澤。,柏
服柏實法,加松子仁等分，以松脂和丸,柏
服柏實法,加菊花等分，蜜丸服。,柏
服柏實法,《奇效方》∶用柏子仁二斤（爲末，酒浸爲膏），棗肉三斤，白蜜、白朮末、地黃末各一斤，搗勻，丸彈子大。每嚼一丸，一日三服。百日，百病癒；久服，延年壯神,柏
老人虛秘,柏子仁、松子仁、大麻仁等分。同研，溶蜜蠟丸梧桐子大。以少黃丹湯，食前調服二、三十丸，日二服。（寇宗 ,柏
腸風下血,柏子十四個。捶碎，囊貯浸好 酒三盞，煎八分服，立止。（《普濟方》）,柏
小兒 啼，驚痫腹滿，大便青白色,用柏子仁末，溫水調服一錢。（《聖惠方》,柏
黃水濕瘡,真地瀝青二兩，香油二兩。熬稠搽之，如神。（陸氏《積德 ,柏
服食闢谷,《千金方》∶用松脂十斤，以桑薪灰汁一石，煮五七沸，漉出，冷水中凝，復煮之，凡十遍乃白，細研爲散。每服一、二錢，粥飲調下，日三服。服至十兩以上，不饑，饑再服之。一年以後，夜視目明。久服，延年益夀,松
服食闢谷,百煉松脂治下篩，蜜和納筒中，勿見風日。每服一團，一日三服。服至百日，耐寒暑；二百日，五臟補益；五年，即見西王母。,松
伏虎禪師服法,用松脂十斤，煉之五度，令苦味盡。每一斤，入茯苓末四兩。每旦水服一刀圭，能令不食，而復延齡，身輕清爽,松
強筋補益,四聖不老丹∶用明松脂一斤，以無灰酒沙鍋内桑柴火煮數沸，竹枝攪稠，乃住火，傾入水内結塊，復以酒煮九遍，其脂如玉，不苦不澀乃止，爲細末。用十二兩，入白茯苓末半斤，黃菊花末半斤，柏子仁（去油取霜）半斤，煉蜜丸如梧桐子大。每空心好酒送下七十二丸。須擇吉日脩合，勿令婦人、雞、犬,松
強筋補益,松梅丸∶用松脂以長流水桑柴煮拔三次，再以桑灰滴汁煮七次扯拔，更以好酒煮二次，仍以長流水煮二次，色白不苦爲度。每一斤，入九蒸地黃末十兩，烏梅末六兩，煉蜜丸梧桐子大。每服七十丸，空心鹽、米湯下。健陽補中，強筋潤肌，大能益人。（白飛霞《方外奇方》）,松
揩齒固牙,松脂（出鎮定者佳），稀布盛，入沸湯煮，取浮水面者投冷水中（不出者不用），研末，入白茯苓末和勻。日用揩齒漱口，亦可咽之，固牙駐顔。（蘇東坡《仇池筆記》,松
歷節諸風，百節酸痛不可忍,松脂三十斤，煉五十遍。以煉酥三升，和松脂三升，攪令極稠。每旦空心酒服方寸匕，日三服。數食面粥爲佳，慎血腥、生冷、酢物、果子，一百日瘥。（《外台秘要》）,松
肝虛目淚,煉成松脂一斤，釀米二鬭。水七鬭，曲二鬭，造酒。頻飲之,松
婦人白帶,松香五兩，酒二升，煮乾，木臼杵細，酒糊丸如梧桐子大。每服百丸，溫酒下。（《摘玄方》）,松
小兒秃瘡,《簡便方》∶用松香五錢，豬油一兩熬，搽，一日數次，數日即癒。,松
小兒秃瘡,《衛生寶鑑》∶用瀝青二兩，,松
黃蠟小兒緊唇,松脂炙化，貼之。（《聖惠方》,松
風蟲牙痛,刮松上脂，滾水泡化，一漱即止，已試驗。（《集簡方》）,松
齲齒有孔,松脂 塞，須臾蟲從脂出也。（《梅師方》）,松
久聾不聽,煉松脂三兩，巴豆一兩。和搗成丸。薄綿裹塞，一日二度。（《梅師方》）,松
一切 瘡,煉成松脂末，填令滿，日三、四度。（《聖惠方》）,松
一切腫毒,松香八兩，銅青二錢，蓖麻仁五錢。同搗作膏，攤貼甚妙。（李樓《奇方》）,松
軟疖頻發,翠玉膏∶用通明瀝青八兩，銅綠二兩，麻油三錢，雄豬膽汁三個。先溶瀝青，乃下油、膽，傾入水中扯拔，器盛。每用，绯帛攤貼，不須再換,松
小金絲膏,治一切瘡疖腫毒。瀝青、白膠香各二兩，乳香二錢，沒藥一兩，黃蠟三錢，又以香油三錢，同熬至滴下不散，傾入水中，扯千遍收貯。每撚作餅，貼之,松
疥癬濕瘡,松膠香研細，稍入輕粉。先以油塗瘡，糁末在上，一日便乾。頑者三、二度癒。（《劉涓子鬼遺方》）,松
陰囊濕癢欲潰者,用闆兒松香爲末，紙卷作筒。每根入花椒三粒，浸燈盞内三宿，取出點燒，淋下油搽之。先以米泔洗過。（《簡便方》）,松
金瘡出血,瀝青末，稍加生銅屑末，糁之，立癒。（唐瑤《經驗方》）,松
豬齧成瘡,松脂煉作餅，貼之。（《千金》）,松
刺入肉中，百理不瘥,松脂流出如乳頭香者，敷上以帛裹。三、五日當有根出，不痛不癢，不覺自安。（《兵部,松
肺壅痰滞，上焦不利，猝然咳嗽,杉木屑一兩，皂角（去皮酥炙）三兩，爲末，蜜丸梧桐子大。每米飲下十丸，一日四服。（《聖惠方》）,杉
小兒陰腫赤痛，日夜啼叫，數日退皮，癒而復作,用老杉木燒灰，入膩粉，清油調敷，效。（危氏《得效方》,杉
肺壅失音,杉木燒炭入碗中，以小碗覆之，用湯淋下，去碗飲水。不癒再作，音出乃止。（《集簡方》,杉
 瘡黑爛,多年老杉木節，燒灰，麻油調，隔箬葉貼之，絹帛包定，數貼而癒。（《救急,杉
小兒重舌,木蘭皮一尺，廣四寸，削去粗皮，入醋一升，漬汁噙之。（《子母秘錄》）,木蘭
面上 ,用木蘭皮一斤細切，以三年酢漿漬之百日，曬乾搗末。每漿水服方寸匕，日三服。（《古今錄驗》方）,木蘭
面上 ,《肘後》用酒漬之，梔子仁一斤。,木蘭
面上 ,（《古今錄驗》方）皮一兩，黃 二兩，爲末。酒服方寸匕，日三服。,木蘭
諸虛寒熱，冷痰虛熱,冷香湯∶用沉香、附子（炮）等分，水一盞，煎七分，露一夜，空心溫服。（王好古《醫壘元戎》）,沉香
胃冷久呃,沉香、紫蘇、白豆蔻仁各一錢。爲末。每柿蒂湯服五、七分。（吳球《活人心統》）,沉香
腎虛目黑，暖水臟,用沉香一兩，蜀椒（去目，炒出汗）四兩，爲末，酒糊丸梧桐子大。,沉香
胞轉不通,非小腸、膀胱、厥陰受病，乃強忍房事，或過忍小便所致，當治其氣則癒，非利藥可通也。沉香、木香各二錢，爲末。白湯空腹服之，以通爲度。（《醫壘元戎》）,沉香
大腸虛閉，因汗多，津液耗涸者,沉香一兩，肉苁蓉（酒浸焙）二兩，各研末，以麻仁研汁作糊，丸梧桐子大。每服一百丸，蜜湯下。（嚴子禮《濟生方》）,沉香
金瘡出血,降真香、五倍子、銅花等分爲末，敷之。（《醫林集要》）,降真香
癰疽惡毒,番降末、楓、乳香，等分爲丸，熏之，去惡氣甚妙。（《集簡方》）,降真香
水腫自足起,削楠木、桐木煮汁漬足，并飲少許，日日爲之。（《肘後方》）,楠
心脹腹痛，未得吐下,取楠木削三、四兩，水三升，煮三沸，飲之。（耳出膿∶楠木燒研，以棉杖繳入。（《聖惠方》）,楠
手足痛風，冷痛如虎咬者,用樟木屑一鬭，急流水一石，煎極滾泡之，乘熱安足于桶上熏之。以草薦圍住，勿令湯氣入目。其功甚捷，此家傳經驗方也。（虞摶《醫學正,樟
烏沉湯,治一切氣，一切冷，補五臟，調中壯陽，暖腰膝，去邪氣，冷風麻痹，膀胱、腎間冷氣，攻衝背膂，俯仰不利，風水毒腫，吐瀉轉筋，症癖刺痛，中惡心腹痛，鬼氣疰忤，天行瘴疫，婦人血氣痛。用天台烏藥一百兩，沉香五十兩，人參三兩，甘草（ ）四兩，爲末。每服半錢，薑鹽湯空心點服。（《和劑局方》,烏藥
一切氣痛,不拘男女，冷氣、血氣、肥氣、息贲氣、伏梁氣、奔豚氣，搶心切痛，冷汗，喘息欲絕。天台烏藥（小者，酒浸一夜，炒）、茴香（炒）、青橘皮（去白，炒）、良薑（炒）等分，爲末。溫酒、童便調下。（《衛生家寶方》）,烏藥
男婦諸病,香烏散∶用香附、烏藥等分，爲末。每服一、二錢。飲食不進，薑、棗湯下；瘧疾，乾薑、白鹽湯下；腹中有蟲，槟榔湯下；頭風虛腫，茶湯下；婦人冷氣，米飲下；産後血攻心脾痛，童便下；婦人血海痛、男子疝氣，茴香湯下。（《乾坤秘韫》）,烏藥
小腸疝氣,烏藥一兩，升麻八錢。水二鍾，煎一鍾，露一宿，空心熱服。（孫天仁《集效方》）,烏藥
腳氣掣痛,鄉村無藥。初發時即取土烏藥，不犯鐵器，布揩去土，瓷瓦刮屑，好酒浸一宿。次早空心溫服，溏洩即癒。入麝少許，尤佳。痛入腹者，以烏藥同雞子瓦罐中水煮一日，取雞子，切片蘸食，以湯送下，甚效。（《永類鈐方》）,烏藥
血痢瀉血,烏藥，燒存性，研，陳米飯丸梧桐子大。每米飲下三十丸。（《普濟方》）。,烏藥
氣厥頭痛,不拘多少，及産後頭痛。天台烏藥、川芎 等分，爲末。每服二錢，臘茶清調下。,烏藥
孕中有癰,洪州烏藥（軟白香辣者）五錢，水一盞，牛皮膠一片，同煎至七分，溫服。乃龔彥德方也。（《婦人良方》）,烏藥
心腹氣痛,烏藥（水磨濃汁）一盞，入橘皮一片，蘇一葉，煎服。（《集簡方》）,烏藥
吐血不止,白膠香爲散。每服二錢，,楓香脂
新汲吐血衄血,白膠香、蛤粉等分，爲末。薑汁調服。（王 《百一選方》）,楓香脂
吐血咯血,《澹寮方》∶用白膠香、銅青各一錢，爲末。入乾柿内，紙包煨熟，食之。,楓香脂
吐血咯血,《聖惠方》∶用白膠香（切片，炙黃）一兩,楓香脂
新金瘡斷筋,楓香末敷之。（危氏方）。,楓香脂
便癰膿血,白膠香一兩。爲末。入麝香、輕粉少許，摻之。（《袖珍方》）,楓香脂
小兒奶疽生面上,用楓香爲膏，攤貼之。（《活幼全書》）,楓香脂
瘰 軟疖,白膠香一兩（化開），,楓香脂
以蓖諸瘡不合,白膠香、輕粉各二錢，豬脂和塗。（《直指方》）,楓香脂
一切惡瘡,水沉金絲膏∶用白膠香、瀝青各一兩，以麻油、黃蠟各二錢半，同熔化，入冷 ,楓香脂
惡瘡疼痛,楓香、膩粉等分。爲末。漿水洗淨，貼之。（《夀親養老書》）。,楓香脂
久近胫瘡,白膠香爲末，以酒瓶上箬葉夾末，貼之。（《袖珍方》）。,楓香脂
小兒疥癬,白膠香、黃柏、輕粉等分，爲末。羊骨髓和，敷之。（《儒門事親》）,楓香脂
大便不通,白膠香半棗大，鼠糞二枚，研勻，水和作挺。納入肛内，良久自通。（《普濟方》）,楓香脂
年久牙痛,楓香脂爲末,楓香脂
以香爐魚骨哽咽,白膠香細細吞之。（《聖惠方》）,楓香脂
口目 斜,乳香燒煙熏之，以順其血脈。（《證治要訣》）,薰陸香
祛風益顔,真乳香二斤，白蜜三斤。瓷器合煎如饧。每旦服二匙。（《奇效方》）,薰陸香
急慢驚風,乳香半兩，甘遂半兩。同研末。每服半錢，用乳香湯下，小便亦《博濟方》）。,薰陸香
小兒内釣腹痛,用乳香、沒藥、木香等分，水煎服之。（阮氏《小兒方》）。,薰陸香
小兒夜啼,乳香一錢，燈花七枚，爲末。每服半字，乳汁下。（《聖惠方》）。,薰陸香
心氣疼痛不可忍,用乳香三兩，真茶四兩，爲末，以臘月鹿血和，丸彈子大。每溫醋化一丸,薰陸香
冷心氣痛,乳香一粒，胡椒四十九粒。研，入薑汁，熱酒調服。（潘氏《經驗方》）,薰陸香
陰症呃逆,乳香同硫黃燒煙，嗅之。（《傷寒蘊要》）,薰陸香
闢禳瘟疫,每臘月二十四日五更，取第一汲井水浸乳香。至元旦五更溫熱，從小至大，每人以乳一塊，飲水三呷，則一年無時災,薰陸香
孔平仲雲∶此乃宣聖之方，孔氏七十餘代用之也夢寐遺精,乳香一塊，拇指大，卧時細嚼，含至三更咽下，三、五服即效。（《醫林集要》）,薰陸香
淋癃溺血,取乳香中夾石者，研細，米飲服一錢。（危氏《得效方》）,薰陸香
難産催生,《簡要濟眾方》∶用黃明乳香五錢。爲末，母豬血和丸梧桐子大。每酒服五丸。,薰陸香
難産催生,《經驗方》∶用乳香，以五月五日午時，令一人在壁内奉乳鉢，一童子在壁外，以筆管自壁縫中逐粒遞過，放鉢内研細，水丸芡子大。每服一丸，無灰酒下。,薰陸香
難産催生,《聖惠方》∶用明乳香一豆大，爲末，新汲水一盞，入醋少許。令産婦兩手捉石燕，念慮藥三遍乃飲之。略行數步即下。,薰陸香
難産催生,《海上方》∶用乳香、朱砂等分，爲末。麝香酒服一錢，良久自下。,薰陸香
咽喉骨哽,乳香一錢。,薰陸香
香口闢臭,滴乳噙之。（《摘玄方》）,薰陸香
風蟲牙痛不可忍者,《梅師方》∶用薰陸香嚼，咽其汁，立瘥。,薰陸香
風蟲牙痛不可忍者,《朱氏集驗方》∶用乳香豆許安孔中，燒煙箸烙化立止。,薰陸香
風蟲牙痛不可忍者,乳香、川椒末各一錢，爲末，化蠟和作丸。塞孔中。,薰陸香
風蟲牙痛不可忍者,《直指方》∶用乳香、巴豆等分，研和蠟丸，塞之。,薰陸香
風蟲牙痛不可忍者,《聖惠方》∶用乳香、枯礬等分，蠟丸。塞之,薰陸香
大風疠疾,摩勒香一斤（即乳頭内光明者）細研，入牛乳五升，甘草末四兩，瓷盒盛之，安桌子上，居中庭，安劍 一口。夜于北極下祝禱，去盒子蓋，露一夜。次日入甑中蒸，炊三鬭米熟即止。夜間依前祝露又蒸，如此三次乃止。每服一茶匙，空心及晚食前溫酒調服。服後當有惡物出，至三日三夜乃癒也。（《聖惠方》）,薰陸香
漏瘡膿血,白乳香二錢，牡蠣粉一錢。爲末，雪糕丸麻子大。每薑湯服三十丸。（《直指方》）,薰陸香
斑痘不快,乳香研細，豬心血和，丸芡子大。每溫水化服一丸。（聞人規《痘疹論》）。,薰陸香
癰疽寒顫,乳香半兩，熟水研服。顫發于脾，乳香能入脾故也。（《仁齋直指方》）,薰陸香
甲疽弩肉，膿血疼痛不癒,用乳香（爲末）、膽礬（燒研）等分，敷之，内消即癒。（《靈苑方》）,薰陸香
玉莖作腫,乳香、蔥白等分，搗敷。（《山居四要》）。,薰陸香
野火丹毒自兩足起,乳香末，羊脂調塗。（《幼幼新書》,薰陸香
 瘍風駁,薰陸香、白蔹同研，日日揩之。并作末，水服。（《千金方》）。,薰陸香
歷節諸風，骨節疼痛，晝夜不止,沒藥末半兩，虎胫骨（酥炙，爲末）三兩。每服二錢，溫酒調下。（《圖經本草》）,沒藥
筋骨損傷,米粉四兩（炒黃），入沒藥、乳香末各半兩，酒調成膏，攤貼之。（《禦藥院方》）,沒藥
金刃所傷未透膜者,乳香、沒藥各一錢，以童子小便半盞，酒半盞，溫化服之。爲末亦可。（《奇效良方》）。,沒藥
小兒盤腸氣痛,沒藥、乳香等分。爲末。以木香磨水煎沸，調一錢服，立效。（湯氏《嬰孩寶書》）。,沒藥
婦人腹痛，内傷 刺,沒藥末一錢，酒服便止。（《圖經本草》）,沒藥
婦人血暈,沒藥末一錢，酒服便止。（《圖經本草》）,沒藥
産後惡血,沒藥、血竭末各一錢，童子小便、溫酒各半盞，煎沸服，良久再服。惡血自下，更不生痛。（《婦人良方》）,沒藥
女人異疾,女人月事退出，皆作禽獸之形，欲來傷人。先將綿塞陰戶，乃頓服沒藥末一兩，白湯調下，即癒。（危氏方）,沒藥
白虎風痛走注，兩膝新久腳氣,血竭、乳香等分，同研連面搗，丸梧桐子大。每溫酒服三十丸。忌生冷。（《奇效方》）。,骐竭
慢驚螈 ,定魄安魂，益氣。用血竭半兩，乳香二錢半，同搗成劑，火炙熔丸梧桐子大。,骐竭
鼻出衄血,血竭、蒲黃等分爲末，吹之。（《醫林集要》）。,骐竭
血痔腸風,血竭末，敷之。（《直指方》）。,骐竭
金瘡出血,骐 竭末，敷之立止。（《廣利方》）。,骐竭
産後血衝，心胸滿喘，命在須臾,用血竭、沒藥各一錢，研細，童便和酒調服。（《醫林集要》）。,骐竭
産後血暈，不知人及狂語,用骐 竭一兩，研末。每服二錢，溫酒調下。（《太平聖惠方》）。,骐竭
收斂瘡口,血竭末一字，麝香少許，大棗（燒灰）半錢，同研。津調塗之。（究原方）。,骐竭
瘡不合,血竭末敷之，以乾爲度。（《濟急仙方》）。,骐竭
嵌甲疼痛,血竭末，敷之。（《醫林集要》）,骐竭
腹中血塊,血竭、沒藥各一兩，滑石（牡丹皮同煮過）一兩，爲末，醋糊丸梧桐子大，服之,骐竭
猝然心痛或經年頻發,安息香研末，沸湯服半錢。（危氏《得效方》）,安息香
小兒肚痛，曲腳而啼,安息香丸∶用安息香（酒蒸成膏）。沉香、木香、茴 香各三錢，香附子、縮砂仁、炙甘草各五錢，爲末。以膏和，煉蜜丸芡子大。每服一丸，紫蘇湯化下 用精豬肉四兩切片，裹安息香二兩，以瓶盛灰，大火上着一銅版片隔之，安香于上燒之，以瓶口對痛處熏之,安息香
蘇合香丸,治傳屍骨蒸， 肺痿，疰忤鬼氣，猝心痛，霍亂吐利，時氣鬼魅瘴瘧，赤白暴痢，瘀血月閉， 癖疔腫，小兒驚痫客忤，大人中風、中氣、狐狸等病。用蘇合油一兩，安息香末二兩，以無灰酒熬成膏，入蘇合油内。白朮、香附子、青木香、白檀香、沉香、丁香、麝香、荜茇、诃梨勒（煨，去核爲 末，以香膏加煉蜜和成劑，蠟紙包收。每服旋丸梧子大，早朝取井華水，溫冷任意，化服四丸。老人、小兒一丸。（《惠民和劑局方》）,蘇合香
小兒秃瘡,韶腦一錢，花椒二錢，芝麻二兩，爲末。以退豬湯洗後，搽,樟腦
牙齒蟲痛,《普濟方》∶用韶腦、朱砂等分，擦之神效。餘居士《,樟腦
牙齒蟲痛,選奇方》∶用樟腦、黃丹、肥皂（去皮核）等分，研勻蜜丸。塞孔中,樟腦
闢鬼除邪,阿魏棗許爲末，以牛乳或肉汁煎五、六沸服之。至暮，以乳服安息香棗許。,阿魏
惡疰腹痛不可忍者,阿魏末，熱酒服一、二錢，立止。（《永類鈐方》）,阿魏
屍疰中惡,近死屍，惡氣入腹，終身不癒。用阿魏三兩。每用二錢，拌面裹作馄饨十餘枚，煮熟食之，日三。服至三、七日，永除。,阿魏
